Symbol,Name,거래소(시장),FnGuide Sector,FnGuide Industry Group,FnGuide Industry,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),신용등급 (채권),신용등급 (CP),최대주주등 주주명-상장협(분기)
A005300,롯데칠성,유가증권시장,필수소비재,음식료 및 담배,음료,제조업,음료 제조업,비알코올음료 및 얼음 제조업,AA,A1,신격호외 7인
A120110,코오롱인더,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,A,A2,㈜코오롱외 19인
A082270,젬백스,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,(주)젬앤컴퍼니외 4인
A071320,지역난방공사,유가증권시장,유틸리티,유틸리티,가스,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업","증기, 냉ㆍ온수 및 공기조절 공급업",AAA,A1,정부(산업통상자원부)외 3인
A100090,SK오션플랜트,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,송 무 석 외 6인
A004000,롯데정밀화학,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,삼성SDI외 8인
A185750,종근당,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,AA-,NA,이장한외 10인
A085660,차바이오텍,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,차광렬외 16인
A122870,와이지엔터테인먼트,코스닥,경기소비재,미디어,미디어,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,오디오물 출판 및 원판 녹음업,,,양현석외 5인
A078600,대주전자재료,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,임무현외 9인
A030610,교보증권,유가증권시장,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,AA-,A1,교보생명보험(주)외 4인
A012630,HDC,유가증권시장,산업재,자본재,건설,금융 및 보험업,금융업,기타 금융업,A,NA,정몽규외 7인
A006120,SK디스커버리,유가증권시장,소재,소재,화학,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,A+,A2+,최창원외 11인
A009240,한샘,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,,,조창걸외 22인
A082640,동양생명,유가증권시장,금융,보험,보험,금융 및 보험업,보험업,보험업,,,(유)보고제이의일호투자목적회사외 4인
A030190,NICE평가정보,유가증권시장,산업재,상업서비스,상업서비스,정보통신업,정보서비스업,기타 정보 서비스업,,,NICE홀딩스
A001740,SK네트웍스,유가증권시장,산업재,자본재,복합 산업,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,AA-,A1,SK(주)외 4인
A079160,CJ CGV,유가증권시장,경기소비재,미디어,미디어,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",A-,A2-,씨제이(주)외 1인
A003530,한화투자증권,유가증권시장,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,AA-,A1,한화첨단소재외 5인
A101490,에스앤에스텍,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,정수홍외 6인
A137400,피엔티,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김준섭외 4인
A006650,대한유화,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,이 순 규외 15인
A181710,NHN,유가증권시장,IT,소프트웨어,게임 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,이준호외 15인
A036530,SNT홀딩스,유가증권시장,경기소비재,자동차 및 부품,자동차부품,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,최평규외 7인
A005690,파미셀,유가증권시장,의료,제약 및 바이오,바이오,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,김현수외 4인
A004490,세방전지,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,,,세방(주)외 6인
A064960,SNT모티브,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)S&T홀딩스외 2인
A003240,태광산업,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,,,이호진외 14인
A112040,위메이드,코스닥,IT,소프트웨어,게임 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,박관호외 5인
A031980,피에스케이홀딩스,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,(주)금영외 2인
A086900,메디톡스,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,정현호외 8인
A100840,SNT에너지,유가증권시장,에너지,에너지,에너지 시설 및 서비스,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,S&T모티브(주)외 1인
A114090,GKL,유가증권시장,경기소비재,소비자 서비스,호텔 및 레저,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,,,한국관광공사
A007810,코리아써키트,유가증권시장,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,(주)영풍외 7인
A108320,LX세미콘,유가증권시장,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,(주)LG외 4인
A056190,에스에프에이,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,㈜디와이에셋외 4인
A093370,후성,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,김용민외 6인
A000210,DL,유가증권시장,산업재,자본재,건설,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,A+,NA,㈜대림코퍼레이션외 17인
A006730,서부T&D,코스닥,산업재,운송,운송인프라,숙박 및 음식점업,숙박업,일반 및 생활 숙박시설 운영업,,,(주)엠와이에이치 외 18인
A036830,솔브레인홀딩스,코스닥,IT,반도체,반도체 및 관련장비,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,정지완외 10인
A009450,경동나비엔,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,제조업,전기장비 제조업,가정용 기기 제조업,,,(주)경동원외 1인
A131970,두산테스나,코스닥,IT,반도체,반도체 및 관련장비,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업",,,이종도외 9인
A086450,동국제약,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,권기범외 7인
A014820,동원시스템즈,유가증권시장,산업재,자본재,복합 산업,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,A+,NA,동원엔터프라이즈외 3인
A007700,F&F홀딩스,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,김창수외 10인
A082920,비츠로셀,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,,,비츠로테크외 8인
A032190,다우데이타,코스닥,IT,소프트웨어,일반 소프트웨어,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,A,NA,김익래외 6인
A067160,SOOP,코스닥,IT,소프트웨어,인터넷 서비스,정보통신업,출판업,소프트웨어 개발 및 공급업,,,(주)쎄인트인터내셔널외 1인
A090360,로보스타,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김정호외 3인
A000640,동아쏘시오홀딩스,유가증권시장,의료,제약 및 바이오,제약,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,A,A1,강정석외 24인
A069260,TKG휴켐스,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,A+,NA,태광실업㈜외 5인
A005250,녹십자홀딩스,유가증권시장,의료,제약 및 바이오,제약,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,A+,NA,허일섭외 25인
A033500,동성화인텍,코스닥,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,동성홀딩스외 1인
A003850,보령,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,A,NA,(주)보령외 4인
A002350,넥센타이어,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,A,A2,(주)넥센외 2인
A003470,유안타증권,유가증권시장,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,AA-,A1,Yuanta Securities Asia Financial Services Limited 외 2인
A019170,신풍제약,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,장원준외 13인
A039130,하나투어,유가증권시장,경기소비재,소비자 서비스,호텔 및 레저,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,여행사 및 기타 여행보조 서비스업,,,박상환외 18인
